RestaurantID,Res_identify,CountryCode,City,Cuisines,Has_Table_booking,Has_Online_delivery,Is_delivering_now,Switch_to_order_menu,Price_range,Votes,Average_Cost_for_two,Rating
17316802,Bla17316802,216,Cedar RapidsorIowa City,"American, Breakfast",No,No,No,No,2,294,25,4.1
17316416,Dev17316416,216,Cedar RapidsorIowa City,"Mediterranean, Tapas, Vegetarian",No,No,No,No,3,380,40,4
17316449,Jim17316449,216,Cedar RapidsorIowa City,BBQ,No,No,No,No,2,259,25,4.2
17316603,Zoe17316603,216,Cedar RapidsorIowa City,"Pizza, Sandwich",No,No,No,No,2,433,25,4.7
16659169,Tok16659169,37,Chatham-Kent,"Japanese, Sushi",No,No,No,No,2,176,25,3.7
17558684,Ber17558684,216,Clatskanie,"American, Breakfast, Desserts",No,No,No,No,1,96,10,4.3
18366580,Sak18366580,216,Cochrane,"Asian, Japanese",No,No,No,No,2,6,25,3.1
17330755,Upt17330755,216,Columbus,"Asian, Vietnamese",No,No,No,No,1,33,10,3.3
17330611,Caf17330611,216,Columbus,"American, Seafood, Cajun",No,No,No,No,2,489,25,4.6
17330609,Mar17330609,216,Columbus,American,No,No,No,No,2,345,25,4.5
17330024,B M17330024,216,Columbus,"Burger, Bar Food, Southern",No,No,No,No,2,149,25,3.8
17330074,Can17330074,216,Columbus,"Pizza, Bar Food",No,No,No,No,2,330,25,3.9
17330185,Fuj17330185,216,Columbus,"Japanese, Steak",No,No,No,No,3,247,40,3.9
17330397,Rut17330397,216,Columbus,"Breakfast, Diner, Southern",No,No,No,No,1,123,10,3.7
17330735,Sam17330735,216,Columbus,"Japanese, Steak, Sushi",No,No,No,No,3,109,40,3.6
17330676,Was17330676,216,Columbus,"Japanese, Sushi, Thai",No,No,No,No,3,134,40,3.7
17330048,Buc17330048,216,Columbus,"Seafood, Steak, Vegetarian",No,No,No,No,3,722,40,4.2
17330604,Bur17330604,216,Columbus,Steak,No,No,No,No,2,213,25,4.3
17330087,Che17330087,216,Columbus,Chinese,No,No,No,No,2,335,25,4
17330137,Cou17330137,216,Columbus,"BBQ, Southern",No,No,No,No,2,353,25,4
17330155,Deo17330155,216,Columbus,"Italian, Pizza",No,No,No,No,1,170,0,4
17330309,Mel17330309,216,Columbus,Pizza,No,No,No,No,2,192,25,4.1
17330311,Mer17330311,216,Columbus,"American, Tapas",No,No,No,No,3,302,40,4.1
17330615,Mon17330615,216,Columbus,"Asian, Chinese",No,No,No,No,1,355,10,4.2
17330638,The17330638,216,Columbus,American,No,No,No,No,2,287,25,4.3
17330628,Woo17330628,216,Columbus,"Italian, Mediterranean, Pizza",No,No,No,No,3,264,40,4
17330546,Hun17330546,216,Columbus,"American, Seafood, Steak",No,No,No,No,3,235,40,4.4
16643459,Con16643459,37,Consort,"Chinese, Canadian",No,No,No,No,2,6,25,3
17334434,Tha17334434,216,Dalton,"American, BBQ, Southern",No,No,No,No,2,38,25,3.7
17334348,Chr17334348,216,Dalton,"Desserts, Sandwich",No,No,No,No,1,122,10,4.4
17334213,Dub17334213,216,Dalton,BBQ,No,No,No,No,2,207,25,4.4
17334355,Sie17334355,216,Dalton,"Mexican, Tex-Mex",No,No,No,No,1,66,10,3.9
17334212,Oak17334212,216,Dalton,"BBQ, Breakfast, Southern",No,No,No,No,1,249,10,4.9
17333797,Chi17333797,216,Dalton,American,No,No,No,No,2,63,25,3.8
17334217,Fuj17334217,216,Dalton,"Japanese, Sushi",No,No,No,No,3,145,40,3.8
17334273,Las17334273,216,Dalton,Mexican,No,No,No,No,1,83,10,3.8
17334254,Ton17334254,216,Dalton,Italian,No,No,No,No,2,116,25,3.7
17333836,Fil17333836,216,Dalton,"American, Burger",No,No,No,No,1,122,10,4.1
17334197,Fiv17334197,216,Dalton,Fast Food,No,No,No,No,1,142,10,4.1
17333882,Los17333882,216,Dalton,Mexican,No,No,No,No,1,114,10,4.1
17334211,Kob17334211,216,Dalton,"American, Japanese, Sushi",No,No,No,No,2,214,25,4.6
17334390,Soh17334390,216,Dalton,Japanese,No,No,No,No,1,116,10,4.3
17334034,Tha17334034,216,Dalton,Thai,No,No,No,No,2,111,25,4.2
17334414,Sou17334414,216,Dalton,"Desserts, Sandwich",No,No,No,No,1,25,10,3.7
17334082,Bai17334082,216,Dalton,BBQ,No,No,No,No,1,128,10,4.1
17334364,Far17334364,216,Dalton,"American, Diner, Southern",No,No,No,No,1,244,10,4.3
17334398,Hom17334398,216,Dalton,"American, BBQ, Southern",No,No,No,No,1,112,10,4.2
17334219,Pie17334219,216,Dalton,"Italian, Pizza",No,No,No,No,1,144,10,4.1
17335173,Oli17335173,216,Davenport,"Indian, Mediterranean, Middle Eastern",No,No,No,No,2,166,25,4.6
17335195,Red17335195,216,Davenport,"Sushi, Teriyaki",No,No,No,No,3,208,40,4.5
17335225,Cru17335225,216,Davenport,"Burger, Pizza",No,No,No,No,2,136,25,3.9
17335219,Jim17335219,216,Davenport,"American, Breakfast, Greek",No,No,No,No,1,85,10,4
17334965,Tra17334965,216,Davenport,Italian,No,No,No,No,2,117,25,4.1
17335189,Pra17335189,216,Davenport,"American, Breakfast",No,No,No,No,2,53,25,3.4
17335156,Tan17335156,216,Davenport,Asian,No,No,No,No,2,474,25,4.9
17334717,Chi17334717,216,Davenport,Fast Food,No,No,No,No,1,125,10,3.9
17334752,Duc17334752,216,Davenport,"American, French",No,No,No,No,4,201,70,3.7
18453427,Fri18453427,216,Davenport,"American, Bar Food, BBQ",No,No,No,No,2,2,25,1
17793744,Los17793744,216,Davenport,Mexican,No,No,No,No,2,3,25,1
17334679,Azt17334679,216,Davenport,Mexican,No,No,No,No,1,167,0,4.3
17334718,Chi17334718,216,Davenport,Chinese,No,No,No,No,2,112,25,4
17334763,Exo17334763,216,Davenport,Thai,No,No,No,No,2,256,25,4.1
17335158,Fro17335158,216,Davenport,American,No,No,No,No,1,123,10,4.3
17334782,Gra17334782,216,Davenport,American,No,No,No,No,2,199,25,4
17334846,Los17334846,216,Davenport,Mexican,No,No,No,No,2,157,25,4.1
17334853,Mac17334853,216,Davenport,American,No,No,No,No,2,100,25,4.1
17335168,Osa17335168,216,Davenport,"Japanese, Sushi",No,No,No,No,3,141,40,4.2
17334958,Tex17334958,216,Davenport,"American, BBQ, Steak",No,No,No,No,2,197,25,4.2
17258496,Hic17258496,216,Des Moines,"BBQ, Burger, Desserts",No,No,No,No,2,1025,25,4.5
17259395,The17259395,216,Des Moines,"American, Coffee and Tea",No,No,No,No,2,570,25,4.9
17258350,Fly17258350,216,Des Moines,"BBQ, Caribbean, Cajun",No,No,No,No,3,674,40,4.5
17258136,Coo17258136,216,Des Moines,"Asian, Sushi, Thai",No,No,No,No,2,496,25,4.1
17258522,HuH17258522,216,Des Moines,"Asian, Chinese",No,No,No,No,2,411,25,4
17259958,Mal17259958,216,Des Moines,"Latin American, Mexican",No,No,No,No,2,113,25,3.2
17258036,Cen17258036,216,Des Moines,"Italian, Pizza",No,No,No,No,3,1109,40,4.5
17259368,Fon17259368,216,Des Moines,"Chinese, Pizza",No,No,No,No,2,728,25,4.6
17257684,A D17257684,216,Des Moines,"Asian, Vegetarian, Vietnamese, Bubble Tea",No,No,No,No,1,659,10,4.4
17258154,Cou17258154,216,Des Moines,"American, Pizza, Bar Food",No,No,No,No,3,370,40,4.2
17259340,Dja17259340,216,Des Moines,French,No,No,No,No,3,532,40,4.3
17259243,Miy17259243,216,Des Moines,"Japanese, Sushi",No,No,No,No,2,860,25,4.8
17259625,Zom17259625,216,Des Moines,"Burger, Desserts, Vegetarian",No,No,No,No,1,943,10,4.2
17259169,Tur17259169,216,Des Moines,"American, Italian",No,No,No,No,4,476,70,4.1
17259166,Tsi17259166,216,Des Moines,Chinese,No,No,No,No,1,218,10,4.1
17259335,Ban17259335,216,Des Moines,"Breakfast, Mexican, Southwestern",No,No,No,No,1,214,10,4
17259248,Jet17259248,216,Des Moines,"American, BBQ",No,No,No,No,2,699,25,4.3
17258552,The17258552,216,Des Moines,"American, Breakfast",No,No,No,No,2,308,25,3.8
17259550,Mi 17259550,216,Des Moines,Latin American,No,No,No,No,2,157,25,4
17259200,Wat17259200,216,Des Moines,"Seafood, Sushi",No,No,No,No,3,530,40,4.2
16615894,The16615894,14,Dicky Beach,"Coffee and Tea, Tea, Modern Australian",No,No,No,No,1,29,7,3.6
17342816,Bur17342816,216,Dubuque,Breakfast,No,No,No,No,1,33,10,3.4
17342498,Cat17342498,216,Dubuque,Seafood,No,No,No,No,2,40,25,3.3
17342648,Sal17342648,216,Dubuque,Mexican,No,No,No,No,1,153,10,3.4
17342781,Ton17342781,216,Dubuque,"American, BBQ, Seafood",No,No,No,No,2,65,25,3.3
17342799,Vin17342799,216,Dubuque,Italian,No,No,No,No,2,58,25,3.4
17342772,Cha17342772,216,Dubuque,"American, Burger, Sandwich",No,No,No,No,2,100,25,3.5
17342771,Fie17342771,216,Dubuque,Mexican,No,No,No,No,1,156,10,3.6
17342548,Hap17342548,216,Dubuque,"Desserts, Pizza, Ice Cream",No,No,No,No,1,74,0,3.5
17342556,Hou17342556,216,Dubuque,"American, Burger",No,No,No,No,2,117,25,3.6
17342811,Ich17342811,216,Dubuque,"Japanese, Steak, Sushi",No,No,No,No,3,83,40,3.7
17342576,Kal17342576,216,Dubuque,"American, Burger",No,No,No,No,2,48,25,3.6
17342770,L. 17342770,216,Dubuque,"International, Pizza",No,No,No,No,3,198,40,3.8
17342585,Los17342585,216,Dubuque,Mexican,No,No,No,No,1,126,10,3.5
17342494,Man17342494,216,Dubuque,"Breakfast, Pizza",No,No,No,No,1,119,10,3.5
17342594,Mar17342594,216,Dubuque,"American, Italian",No,No,No,No,2,140,25,3.6
17342625,Pep17342625,216,Dubuque,American,No,No,No,No,3,159,40,3.6
17342652,Sho17342652,216,Dubuque,"Italian, Pizza",No,No,No,No,2,131,25,3.6
17342665,Sun17342665,216,Dubuque,"American, Breakfast, Burger",No,No,No,No,1,60,10,3.5
17342810,Wat17342810,216,Dubuque,"American, Burger, Pizza, Cafe",No,No,No,No,2,89,25,3.7
17342775,Woo17342775,216,Dubuque,"American, Seafood, Steak",No,No,No,No,4,72,70,3.6
16612028,The16612028,14,East Ballina,Cafe,No,No,No,No,2,56,20,4.1
17536645,Jeh17536645,216,Fernley,Mexican,No,No,No,No,1,83,10,3.7
16613507,Fla16613507,14,Flaxton,"Tea, Modern Australian",No,No,No,No,3,37,30,3.5
16607969,Bes16607969,14,Forrest,"Cafe, Australian",No,No,No,No,2,29,20,3.7
17374405,Hou17374405,216,Gainesville,"American, Sandwich, Seafood",No,No,No,No,2,239,25,4.4
